gene1,gene2
HGNC:9577,HGNC:20
HGNC:4795,HGNC:9066
HGNC:4422,HGNC:3012
HGNC:12496,HGNC:4803
HGNC:4892,HGNC:451
HGNC:8789,HGNC:4455
HGNC:25481,HGNC:9081
HGNC:25223,HGNC:25481
HGNC:12009,HGNC:3767
HGNC:22932,HGNC:8786
HGNC:6619,HGNC:25695
HGNC:89,HGNC:2678
HGNC:5218,HGNC:12572
HGNC:3551,HGNC:7715
HGNC:3247,HGNC:1985
HGNC:8786,HGNC:15917
HGNC:17646,HGNC:4241
HGNC:12009,HGNC:11449
HGNC:7529,HGNC:451
HGNC:6192,HGNC:11834
HGNC:4335,HGNC:4195
HGNC:6619,HGNC:890
HGNC:1492,HGNC:236
HGNC:24650,HGNC:93
HGNC:2228,HGNC:3528
HGNC:18704,HGNC:20499
HGNC:19237,HGNC:2719
HGNC:12651,HGNC:6842
HGNC:3631,HGNC:24650
HGNC:4012,HGNC:19139
HGNC:4699,HGNC:4241
HGNC:385,HGNC:4289
HGNC:12572,HGNC:10547
HGNC:10545,HGNC:6617
HGNC:3151,HGNC:4341
HGNC:3771,HGNC:1500
HGNC:30740,HGNC:8975
HGNC:11257,HGNC:4551
HGNC:4056,HGNC:7708
HGNC:391,HGNC:93
HGNC:8108,HGNC:10872
HGNC:5213,HGNC:9282
HGNC:1550,HGNC:6664
HGNC:3434,HGNC:12572
HGNC:15505,HGNC:1062
HGNC:6831,HGNC:30605
HGNC:18466,HGNC:2330
HGNC:8724,HGNC:18466
HGNC:6617,HGNC:924
HGNC:3434,HGNC:8754
HGNC:11834,HGNC:8127
HGNC:4922,HGNC:9325
HGNC:7713,HGNC:3513
HGNC:20580,HGNC:7473
HGNC:924,HGNC:799
HGNC:2867,HGNC:626
HGNC:18704,HGNC:8778
HGNC:11834,HGNC:17697
HGNC:7529,HGNC:801
HGNC:1509,HGNC:8975
HGNC:2873,HGNC:2861
HGNC:4115,HGNC:17877
HGNC:2867,HGNC:6971
HGNC:9350,HGNC:25695
HGNC:7179,HGNC:5201
HGNC:6192,HGNC:6617
HGNC:20093,HGNC:91
HGNC:851,HGNC:251
HGNC:6664,HGNC:11257
HGNC:6971,HGNC:8907
HGNC:6619,HGNC:9726
HGNC:7710,HGNC:3579
HGNC:4298,HGNC:12730
HGNC:6535,HGNC:2592
HGNC:11609,HGNC:2519
HGNC:1971,HGNC:6469
HGNC:4922,HGNC:12513
HGNC:4795,HGNC:4204
HGNC:18324,HGNC:9402
HGNC:4422,HGNC:8654
HGNC:2867,HGNC:12651
HGNC:757,HGNC:7892
HGNC:321,HGNC:2519
HGNC:3551,HGNC:877
HGNC:33882,HGNC:9689
HGNC:4922,HGNC:17035
HGNC:21144,HGNC:120
HGNC:5218,HGNC:20093
HGNC:8783,HGNC:2328
HGNC:2529,HGNC:8840
HGNC:7530,HGNC:406
HGNC:11448,HGNC:3688
HGNC:24678,HGNC:3647
HGNC:9060,HGNC:7216
HGNC:5208,HGNC:4803
HGNC:10294,HGNC:4298
HGNC:2933,HGNC:1971
HGNC:853,HGNC:393
HGNC:19139,HGNC:13398
HGNC:7680,HGNC:2852
HGNC:29812,HGNC:854
HGNC:4195,HGNC:17095
HGNC:6080,HGNC:6903
HGNC:9282,HGNC:6315
HGNC:6826,HGNC:8927
HGNC:25695,HGNC:5330
HGNC:2528,HGNC:11992
HGNC:26404,HGNC:20093
HGNC:225,HGNC:8548
HGNC:2342,HGNC:406
HGNC:20233,HGNC:7758
HGNC:8028,HGNC:17759
HGNC:4416,HGNC:409
HGNC:29594,HGNC:5208
HGNC:119,HGNC:4795
HGNC:6664,HGNC:8786
HGNC:8724,HGNC:9350
HGNC:22932,HGNC:4175
HGNC:2731,HGNC:3700
HGNC:816,HGNC:26274
HGNC:7892,HGNC:4706
HGNC:21869,HGNC:24249
HGNC:24475,HGNC:6530
HGNC:4551,HGNC:9689
HGNC:11992,HGNC:6215
HGNC:9282,HGNC:6522
HGNC:18985,HGNC:8028
HGNC:9208,HGNC:10818
HGNC:1480,HGNC:29666
HGNC:24650,HGNC:854
HGNC:21869,HGNC:406
HGNC:25792,HGNC:93
HGNC:7045,HGNC:6215
HGNC:393,HGNC:7758
HGNC:2843,HGNC:2852
HGNC:4118,HGNC:20286
HGNC:6530,HGNC:9721
HGNC:9325,HGNC:3513
HGNC:6176,HGNC:735
HGNC:37276,HGNC:9255
HGNC:8783,HGNC:5208
HGNC:25481,HGNC:12840
HGNC:4065,HGNC:10872
HGNC:6469,HGNC:28526
HGNC:8754,HGNC:8786
HGNC:23141,HGNC:8724
HGNC:9349,HGNC:2995
HGNC:9173,HGNC:11460
HGNC:2321,HGNC:9173
HGNC:4796,HGNC:22140
HGNC:20499,HGNC:12009
HGNC:21022,HGNC:8609
HGNC:7710,HGNC:15516
HGNC:4204,HGNC:7715
HGNC:29419,HGNC:4313
HGNC:13211,HGNC:6080
HGNC:4065,HGNC:21406
HGNC:9208,HGNC:12513
HGNC:4837,HGNC:8940
HGNC:9208,HGNC:7758
HGNC:9721,HGNC:3518
HGNC:9402,HGNC:406
HGNC:9752,HGNC:15917
HGNC:8923,HGNC:6601
HGNC:9282,HGNC:5201
HGNC:89,HGNC:2277
HGNC:6619,HGNC:5394
HGNC:25461,HGNC:816
HGNC:2321,HGNC:291
HGNC:7193,HGNC:177
HGNC:12266,HGNC:857
HGNC:8636,HGNC:2731
HGNC:3435,HGNC:251
HGNC:9325,HGNC:10547
HGNC:8604,HGNC:3513
HGNC:8960,HGNC:930
HGNC:9083,HGNC:7590
HGNC:8925,HGNC:24862
HGNC:6898,HGNC:2342
HGNC:3046,HGNC:11992
HGNC:8754,HGNC:10547
HGNC:3642,HGNC:8768
HGNC:10294,HGNC:90
HGNC:9577,HGNC:2719
HGNC:8773,HGNC:15672
HGNC:5218,HGNC:6971
HGNC:388,HGNC:2719
HGNC:404,HGNC:2342
HGNC:12572,HGNC:6842
HGNC:9689,HGNC:17095
HGNC:4922,HGNC:11842
HGNC:5213,HGNC:9870
HGNC:6535,HGNC:2860
HGNC:9462,HGNC:930
HGNC:6192,HGNC:15868
HGNC:1377,HGNC:16066
HGNC:451,HGNC:7758
HGNC:30262,HGNC:800
HGNC:12496,HGNC:13345
HGNC:468,HGNC:6708
HGNC:17035,HGNC:15925
HGNC:468,HGNC:11782
HGNC:9752,HGNC:794
HGNC:1067,HGNC:9891
HGNC:8773,HGNC:18985
HGNC:11425,HGNC:2995
HGNC:1318,HGNC:7715
HGNC:9689,HGNC:4800
HGNC:2933,HGNC:12563
HGNC:26019,HGNC:9414
HGNC:17759,HGNC:7590
HGNC:21869,HGNC:9414
HGNC:8609,HGNC:12015
HGNC:8923,HGNC:18985
HGNC:7680,HGNC:8783
HGNC:18985,HGNC:20093
HGNC:37276,HGNC:12877
HGNC:9067,HGNC:17800
HGNC:21022,HGNC:5201
HGNC:16001,HGNC:1460
HGNC:236,HGNC:2592
HGNC:7413,HGNC:3423
HGNC:15925,HGNC:2698
HGNC:6601,HGNC:13420
HGNC:468,HGNC:9350
HGNC:11179,HGNC:7710
HGNC:11120,HGNC:12513
HGNC:18704,HGNC:17759
HGNC:321,HGNC:3700
HGNC:4422,HGNC:11448
HGNC:2898,HGNC:20
HGNC:473,HGNC:19139
HGNC:9083,HGNC:1480
HGNC:6193,HGNC:12009
HGNC:29419,HGNC:3435
HGNC:2707,HGNC:388
HGNC:2323,HGNC:9280
HGNC:9462,HGNC:12572
HGNC:9349,HGNC:9411
HGNC:24592,HGNC:4296
HGNC:3247,HGNC:4138
HGNC:869,HGNC:9280
HGNC:7154,HGNC:2328
HGNC:9082,HGNC:1442
HGNC:4922,HGNC:6833
HGNC:417,HGNC:24678
HGNC:816,HGNC:4057
HGNC:4892,HGNC:20093
HGNC:21869,HGNC:9255
HGNC:13345,HGNC:2707
HGNC:8960,HGNC:1133
HGNC:7707,HGNC:30740
HGNC:22932,HGNC:1476
HGNC:3438,HGNC:8840
HGNC:28358,HGNC:8923
HGNC:4125,HGNC:8768
HGNC:14198,HGNC:26274
HGNC:21474,HGNC:800
HGNC:8022,HGNC:8654
HGNC:23141,HGNC:2719
HGNC:2602,HGNC:251
HGNC:341,HGNC:816
HGNC:7179,HGNC:853
HGNC:17964,HGNC:6685
HGNC:6192,HGNC:735
HGNC:19331,HGNC:17964
HGNC:3434,HGNC:9725
HGNC:9577,HGNC:26019
HGNC:7680,HGNC:1062
HGNC:5157,HGNC:8794
HGNC:7529,HGNC:26527
HGNC:2652,HGNC:1476
HGNC:21042,HGNC:8806
HGNC:6833,HGNC:4803
HGNC:3642,HGNC:18453
HGNC:4125,HGNC:5394
HGNC:2689,HGNC:2280
HGNC:24249,HGNC:8840
HGNC:6530,HGNC:4298
HGNC:9255,HGNC:799
HGNC:8923,HGNC:409
HGNC:7432,HGNC:2280
HGNC:1502,HGNC:7708
HGNC:6826,HGNC:8896
HGNC:1848,HGNC:28883
HGNC:25223,HGNC:17646
HGNC:8108,HGNC:4817
HGNC:7680,HGNC:9208
HGNC:6522,HGNC:17759
HGNC:18518,HGNC:851
HGNC:91,HGNC:17095
HGNC:6619,HGNC:4706
HGNC:21144,HGNC:3771
HGNC:8789,HGNC:30605
HGNC:385,HGNC:3151
HGNC:24678,HGNC:4699
HGNC:8754,HGNC:18337
HGNC:4801,HGNC:6215
HGNC:341,HGNC:393
HGNC:24249,HGNC:9302
HGNC:4313,HGNC:713
HGNC:438,HGNC:857
HGNC:10681,HGNC:2260
HGNC:1377,HGNC:8724
HGNC:16066,HGNC:3518
HGNC:24592,HGNC:28526
HGNC:24475,HGNC:4341
HGNC:8768,HGNC:470
HGNC:7716,HGNC:3133
HGNC:17341,HGNC:15517
HGNC:10818,HGNC:2976
HGNC:4204,HGNC:451
HGNC:3356,HGNC:2731
HGNC:3434,HGNC:9588
HGNC:18985,HGNC:1318
HGNC:794,HGNC:7468
HGNC:4289,HGNC:735
HGNC:8609,HGNC:2592
HGNC:8925,HGNC:10872
HGNC:10294,HGNC:4570
HGNC:6826,HGNC:18337
HGNC:8754,HGNC:1912
HGNC:7680,HGNC:3767
HGNC:2852,HGNC:6708
HGNC:6530,HGNC:11559
HGNC:7413,HGNC:30605
HGNC:3005,HGNC:8927
HGNC:25133,HGNC:2529
HGNC:753,HGNC:8032
HGNC:8108,HGNC:15919
HGNC:9958,HGNC:9588
HGNC:177,HGNC:1476
HGNC:9413,HGNC:6826
HGNC:8778,HGNC:4241
HGNC:18518,HGNC:3518
HGNC:2973,HGNC:8940
HGNC:321,HGNC:1500
HGNC:18518,HGNC:25481
HGNC:6524,HGNC:1247
HGNC:8806,HGNC:2519
HGNC:25792,HGNC:25481
HGNC:19317,HGNC:12572
HGNC:26274,HGNC:4177
HGNC:9302,HGNC:2698
HGNC:19691,HGNC:9081
HGNC:236,HGNC:20324
HGNC:4118,HGNC:4422
HGNC:1492,HGNC:2328
HGNC:9083,HGNC:3435
HGNC:29812,HGNC:4138
HGNC:12015,HGNC:6512
HGNC:9040,HGNC:2280
HGNC:119,HGNC:5208
HGNC:18453,HGNC:5394
HGNC:20580,HGNC:6833
HGNC:29958,HGNC:13420
HGNC:28883,HGNC:4125
HGNC:2867,HGNC:9052
HGNC:30262,HGNC:7892
HGNC:24475,HGNC:8724
HGNC:12586,HGNC:11460
HGNC:6469,HGNC:800
HGNC:8127,HGNC:21406
HGNC:391,HGNC:8957
HGNC:9314,HGNC:16999
HGNC:20286,HGNC:409
HGNC:29666,HGNC:5005
HGNC:4138,HGNC:2972
HGNC:29666,HGNC:6512
HGNC:3631,HGNC:30740
HGNC:4416,HGNC:33882
HGNC:2973,HGNC:4177
HGNC:29594,HGNC:2896
HGNC:6193,HGNC:6215
HGNC:801,HGNC:2976
HGNC:6842,HGNC:1318
HGNC:2973,HGNC:8028
HGNC:15505,HGNC:1971
HGNC:4922,HGNC:13345
HGNC:4796,HGNC:7680
HGNC:8790,HGNC:9399
HGNC:4289,HGNC:7029
HGNC:2342,HGNC:451
HGNC:3706,HGNC:2896
HGNC:1971,HGNC:800
HGNC:1502,HGNC:8548
HGNC:7473,HGNC:12572
HGNC:2852,HGNC:18337
HGNC:177,HGNC:7216
HGNC:9414,HGNC:29594
HGNC:9414,HGNC:4800
HGNC:8964,HGNC:8646
HGNC:4837,HGNC:9067
HGNC:24861,HGNC:251
HGNC:225,HGNC:29812
HGNC:25133,HGNC:2898
HGNC:19684,HGNC:6617
HGNC:7707,HGNC:4800
HGNC:9411,HGNC:12572
HGNC:7450,HGNC:17964
HGNC:327,HGNC:37276
HGNC:25538,HGNC:4799
HGNC:6601,HGNC:3579
HGNC:24592,HGNC:470
HGNC:11257,HGNC:15925
HGNC:19317,HGNC:15517
HGNC:362,HGNC:29594
HGNC:1502,HGNC:9958
HGNC:9173,HGNC:3706
HGNC:7218,HGNC:7045
HGNC:11449,HGNC:626
HGNC:4118,HGNC:15917
HGNC:6831,HGNC:6215
HGNC:469,HGNC:9462
HGNC:13211,HGNC:8960
HGNC:28883,HGNC:25461
HGNC:18985,HGNC:13345
HGNC:2867,HGNC:2933
HGNC:23,HGNC:17095
HGNC:2528,HGNC:12592
HGNC:6898,HGNC:3767
HGNC:7708,HGNC:13533
HGNC:8127,HGNC:5330
HGNC:4335,HGNC:4455
HGNC:2896,HGNC:3700
HGNC:4799,HGNC:857
HGNC:1461,HGNC:21406
HGNC:257,HGNC:1062
HGNC:28883,HGNC:3767
HGNC:1377,HGNC:451
HGNC:758,HGNC:9958
HGNC:2933,HGNC:15925
HGNC:4012,HGNC:120
HGNC:20324,HGNC:3700
HGNC:3631,HGNC:4057
HGNC:10681,HGNC:12513
HGNC:25538,HGNC:20093
HGNC:19331,HGNC:11777
HGNC:1971,HGNC:3046
HGNC:468,HGNC:713
HGNC:16066,HGNC:7715
HGNC:3771,HGNC:9325
HGNC:4796,HGNC:24249
HGNC:2260,HGNC:9066
HGNC:11503,HGNC:414
HGNC:4118,HGNC:17800
HGNC:6833,HGNC:735
HGNC:4817,HGNC:7758
HGNC:291,HGNC:232
HGNC:119,HGNC:9208
HGNC:362,HGNC:800
HGNC:4699,HGNC:7590
HGNC:1502,HGNC:4057
HGNC:25481,HGNC:19316
HGNC:8960,HGNC:2323
HGNC:20580,HGNC:8636
HGNC:7892,HGNC:15917
HGNC:24247,HGNC:1133
HGNC:19684,HGNC:16066
HGNC:7218,HGNC:3579
HGNC:24678,HGNC:9173
HGNC:3434,HGNC:4162
HGNC:18294,HGNC:321
HGNC:2529,HGNC:6512
HGNC:1424,HGNC:4799
HGNC:3151,HGNC:391
HGNC:6192,HGNC:4311
HGNC:8108,HGNC:391
HGNC:14988,HGNC:8653
HGNC:26019,HGNC:9280
HGNC:9725,HGNC:8547
HGNC:8773,HGNC:9305
HGNC:20,HGNC:12730
HGNC:4204,HGNC:3356
HGNC:8790,HGNC:17175
HGNC:409,HGNC:7892
HGNC:9577,HGNC:11278
HGNC:2859,HGNC:4193
HGNC:19684,HGNC:395
HGNC:10294,HGNC:11777
HGNC:2973,HGNC:8896
HGNC:321,HGNC:3528
HGNC:11448,HGNC:9402
HGNC:886,HGNC:7154
HGNC:757,HGNC:90
HGNC:1971,HGNC:11782
HGNC:4801,HGNC:23
HGNC:4795,HGNC:1062
HGNC:9082,HGNC:10681
HGNC:8548,HGNC:735
HGNC:392,HGNC:4204
HGNC:2228,HGNC:24861
HGNC:21869,HGNC:18062
HGNC:8925,HGNC:17035
HGNC:1461,HGNC:24861
HGNC:6898,HGNC:2843
HGNC:17759,HGNC:19358
HGNC:10297,HGNC:21474
HGNC:23056,HGNC:11449
HGNC:10545,HGNC:713
HGNC:8794,HGNC:8032
HGNC:9040,HGNC:18062
HGNC:1502,HGNC:4837
HGNC:468,HGNC:8977
HGNC:8925,HGNC:4551
HGNC:5330,HGNC:16999
HGNC:4922,HGNC:12015
HGNC:4115,HGNC:1985
HGNC:417,HGNC:120
HGNC:4189,HGNC:17877
HGNC:20499,HGNC:6685
HGNC:361,HGNC:6685
HGNC:1133,HGNC:5005
HGNC:1550,HGNC:6215
HGNC:8794,HGNC:4057
HGNC:6186,HGNC:1985
HGNC:18324,HGNC:2860
HGNC:12469,HGNC:9052
HGNC:9282,HGNC:29958
HGNC:5005,HGNC:4057
HGNC:291,HGNC:29594
HGNC:28883,HGNC:8592
HGNC:406,HGNC:175
HGNC:13420,HGNC:15917
HGNC:19139,HGNC:8975
HGNC:18062,HGNC:23
HGNC:30611,HGNC:9255
HGNC:7179,HGNC:12592
HGNC:469,HGNC:17800
HGNC:4065,HGNC:23141
HGNC:225,HGNC:28358
HGNC:17646,HGNC:9453
HGNC:26274,HGNC:9350
HGNC:13211,HGNC:3005
HGNC:20233,HGNC:5330
HGNC:6192,HGNC:8786
HGNC:23,HGNC:8975
HGNC:4570,HGNC:1476
HGNC:417,HGNC:25481
HGNC:9349,HGNC:7758
HGNC:26444,HGNC:6831
HGNC:3518,HGNC:93
HGNC:9349,HGNC:251
HGNC:11559,HGNC:2328
HGNC:225,HGNC:890
HGNC:9752,HGNC:18466
HGNC:17759,HGNC:24862
HGNC:7154,HGNC:3148
HGNC:18337,HGNC:17759
HGNC:800,HGNC:2519
HGNC:409,HGNC:8977
HGNC:4416,HGNC:4341
HGNC:23056,HGNC:16999
HGNC:17877,HGNC:30881
HGNC:801,HGNC:8960
HGNC:17964,HGNC:4311
HGNC:2652,HGNC:29958
HGNC:4837,HGNC:15917
HGNC:21042,HGNC:9302
HGNC:8840,HGNC:18466
HGNC:385,HGNC:4455
HGNC:17697,HGNC:2873
HGNC:2933,HGNC:30262
HGNC:8790,HGNC:15505
HGNC:291,HGNC:90
HGNC:8790,HGNC:4341
HGNC:4138,HGNC:15868
HGNC:18518,HGNC:1318
HGNC:8840,HGNC:3767
HGNC:1848,HGNC:23657
HGNC:757,HGNC:9115
HGNC:3535,HGNC:24678
HGNC:11277,HGNC:24862
HGNC:8789,HGNC:393
HGNC:18985,HGNC:2501
HGNC:2896,HGNC:251
HGNC:25538,HGNC:1318
HGNC:11278,HGNC:1246
HGNC:4795,HGNC:7104
HGNC:7432,HGNC:8896
HGNC:24671,HGNC:470
HGNC:3438,HGNC:3706
HGNC:24464,HGNC:2972
HGNC:11448,HGNC:924
HGNC:8789,HGNC:4799
HGNC:3767,HGNC:2592
HGNC:9066,HGNC:406
HGNC:451,HGNC:8975
HGNC:8964,HGNC:25695
HGNC:20286,HGNC:18324
HGNC:9751,HGNC:9280
HGNC:3434,HGNC:21869
HGNC:8021,HGNC:1971
HGNC:5213,HGNC:3767
HGNC:7529,HGNC:8547
HGNC:119,HGNC:20
HGNC:15868,HGNC:1318
HGNC:8964,HGNC:15919
HGNC:9577,HGNC:29958
HGNC:9725,HGNC:17877
HGNC:9413,HGNC:7432
HGNC:11120,HGNC:4311
HGNC:816,HGNC:3423
HGNC:757,HGNC:11834
HGNC:18294,HGNC:9752
HGNC:1848,HGNC:3012
HGNC:18294,HGNC:9870
HGNC:5212,HGNC:2860
HGNC:6524,HGNC:24862
HGNC:15629,HGNC:325
HGNC:4138,HGNC:29685
HGNC:7450,HGNC:1037
HGNC:886,HGNC:9279
HGNC:26019,HGNC:9350
HGNC:6898,HGNC:18062
HGNC:4125,HGNC:5201
HGNC:438,HGNC:7166
HGNC:12513,HGNC:9350
HGNC:15672,HGNC:11782
HGNC:23056,HGNC:9052
HGNC:4817,HGNC:6469
HGNC:8609,HGNC:9453
HGNC:8790,HGNC:9059
HGNC:29419,HGNC:6535
HGNC:9388,HGNC:9726
HGNC:4125,HGNC:2861
HGNC:8794,HGNC:6708
HGNC:6831,HGNC:1500
HGNC:17964,HGNC:362
HGNC:14198,HGNC:17964
HGNC:321,HGNC:391
HGNC:7218,HGNC:391
HGNC:7708,HGNC:2330
HGNC:24650,HGNC:11278
HGNC:291,HGNC:21474
HGNC:25481,HGNC:25695
HGNC:4115,HGNC:12586
HGNC:6171,HGNC:17095
HGNC:5212,HGNC:20093
HGNC:6833,HGNC:714
HGNC:3642,HGNC:20499
HGNC:9083,HGNC:1133
HGNC:14198,HGNC:2995
HGNC:468,HGNC:4803
HGNC:7432,HGNC:251
HGNC:12015,HGNC:406
HGNC:6903,HGNC:12840
HGNC:23657,HGNC:23159
HGNC:18704,HGNC:2342
HGNC:7432,HGNC:4806
HGNC:9040,HGNC:7154
HGNC:5201,HGNC:6971
HGNC:17877,HGNC:3518
HGNC:23141,HGNC:15919
HGNC:7707,HGNC:12586
HGNC:2602,HGNC:2501
HGNC:3148,HGNC:13398
HGNC:9208,HGNC:18986
HGNC:7193,HGNC:3418
HGNC:6601,HGNC:30611
HGNC:2321,HGNC:9725
HGNC:17964,HGNC:7892
HGNC:236,HGNC:1247
HGNC:7529,HGNC:8960
HGNC:91,HGNC:3518
HGNC:6826,HGNC:30802
HGNC:9940,HGNC:4816
HGNC:890,HGNC:362
HGNC:18985,HGNC:15925
HGNC:9725,HGNC:469
HGNC:3631,HGNC:9577
HGNC:3771,HGNC:3700
HGNC:19691,HGNC:3767
HGNC:10537,HGNC:3518
HGNC:11831,HGNC:11777
HGNC:21869,HGNC:91
HGNC:886,HGNC:15925
HGNC:7450,HGNC:1062
HGNC:4801,HGNC:714
HGNC:6080,HGNC:12572
HGNC:19743,HGNC:9588
HGNC:6617,HGNC:4189
HGNC:7473,HGNC:7631
HGNC:15993,HGNC:8772
HGNC:15917,HGNC:12840
HGNC:10297,HGNC:7590
HGNC:17964,HGNC:9726
HGNC:8108,HGNC:2260
HGNC:29958,HGNC:2719
HGNC:5218,HGNC:90
HGNC:19317,HGNC:18985
HGNC:11277,HGNC:7715
HGNC:9751,HGNC:15516
HGNC:853,HGNC:3700
HGNC:5157,HGNC:890
HGNC:7530,HGNC:1985
HGNC:21869,HGNC:15925
HGNC:17877,HGNC:22140
HGNC:4313,HGNC:30260
HGNC:2896,HGNC:877
HGNC:11425,HGNC:4816
HGNC:2859,HGNC:2858
HGNC:4065,HGNC:10681
HGNC:4012,HGNC:890
HGNC:7707,HGNC:9060
HGNC:9940,HGNC:8905
HGNC:4311,HGNC:17877
HGNC:361,HGNC:9414
HGNC:13533,HGNC:93
HGNC:2859,HGNC:236
HGNC:12513,HGNC:29666
HGNC:9413,HGNC:3148
HGNC:10545,HGNC:16066
HGNC:2860,HGNC:22140
HGNC:8636,HGNC:18337
HGNC:119,HGNC:15993
HGNC:2976,HGNC:90
HGNC:1500,HGNC:175
HGNC:7179,HGNC:21042
HGNC:21042,HGNC:28526
HGNC:18062,HGNC:6215
HGNC:1480,HGNC:18986
HGNC:257,HGNC:6524
HGNC:1502,HGNC:1492
HGNC:385,HGNC:3423
HGNC:7530,HGNC:6050
HGNC:17646,HGNC:2678
HGNC:801,HGNC:5201
HGNC:10872,HGNC:1133
HGNC:1037,HGNC:451
HGNC:10818,HGNC:17095
HGNC:19237,HGNC:4800
HGNC:3631,HGNC:388
HGNC:327,HGNC:8806
HGNC:10537,HGNC:17759
HGNC:468,HGNC:9588
HGNC:8724,HGNC:18324
HGNC:4795,HGNC:12009
HGNC:12009,HGNC:12840
HGNC:14988,HGNC:6315
HGNC:4570,HGNC:12840
HGNC:1985,HGNC:90
HGNC:19743,HGNC:11460
HGNC:5157,HGNC:6708
HGNC:3151,HGNC:7715
HGNC:20580,HGNC:2861
HGNC:4796,HGNC:9689
HGNC:6937,HGNC:414
HGNC:812,HGNC:11777
HGNC:391,HGNC:30260
HGNC:11278,HGNC:812
HGNC:8783,HGNC:8127
HGNC:19743,HGNC:391
HGNC:7473,HGNC:1442
HGNC:11120,HGNC:4195
HGNC:2652,HGNC:11503
HGNC:37276,HGNC:9958
HGNC:853,HGNC:12266
HGNC:2260,HGNC:2861
HGNC:11120,HGNC:25792
HGNC:20499,HGNC:8646
HGNC:9725,HGNC:3438
HGNC:18294,HGNC:469
HGNC:2867,HGNC:13420
HGNC:12266,HGNC:6937
HGNC:225,HGNC:3706
HGNC:7863,HGNC:9083
HGNC:8127,HGNC:18985
HGNC:2852,HGNC:1500
HGNC:393,HGNC:7892
HGNC:7193,HGNC:8957
HGNC:3642,HGNC:8923
HGNC:8960,HGNC:18324
HGNC:10681,HGNC:18518
HGNC:2528,HGNC:9280
HGNC:10681,HGNC:9155
HGNC:13211,HGNC:6172
HGNC:1424,HGNC:4175
HGNC:4422,HGNC:7758
HGNC:19743,HGNC:15868
HGNC:4311,HGNC:3148
HGNC:23657,HGNC:11842
HGNC:17964,HGNC:175
HGNC:9577,HGNC:26404
HGNC:18704,HGNC:8789
HGNC:4021,HGNC:321
HGNC:4837,HGNC:6176
HGNC:7450,HGNC:713
HGNC:4175,HGNC:6840
HGNC:794,HGNC:11777
HGNC:21042,HGNC:120
HGNC:7707,HGNC:15516
HGNC:15868,HGNC:8772
HGNC:19684,HGNC:177
HGNC:9280,HGNC:17035
HGNC:23657,HGNC:361
HGNC:6530,HGNC:17964
HGNC:9314,HGNC:6524
HGNC:3706,HGNC:2861
HGNC:7716,HGNC:29932
HGNC:9282,HGNC:26444
HGNC:13211,HGNC:10545
HGNC:3151,HGNC:9059
HGNC:5394,HGNC:16999
HGNC:3434,HGNC:812
HGNC:2321,HGNC:26222
HGNC:17646,HGNC:3700
HGNC:12015,HGNC:29932
HGNC:7450,HGNC:5212
HGNC:20,HGNC:2323
HGNC:23657,HGNC:4298
HGNC:91,HGNC:5394
HGNC:10681,HGNC:8592
HGNC:6522,HGNC:9870
HGNC:8925,HGNC:4177
HGNC:8724,HGNC:8786
HGNC:469,HGNC:14198
HGNC:2873,HGNC:8028
HGNC:16001,HGNC:4056
HGNC:8840,HGNC:924
HGNC:29812,HGNC:6050
HGNC:7529,HGNC:9155
HGNC:391,HGNC:11460
HGNC:451,HGNC:237
HGNC:26527,HGNC:1985
HGNC:6898,HGNC:321
HGNC:7432,HGNC:3551
HGNC:1461,HGNC:21042
HGNC:2323,HGNC:409
HGNC:395,HGNC:3148
HGNC:4193,HGNC:30740
HGNC:470,HGNC:6172
HGNC:6535,HGNC:4570
HGNC:19684,HGNC:29419
HGNC:89,HGNC:3092
HGNC:327,HGNC:799
HGNC:473,HGNC:11559
HGNC:20580,HGNC:4065
HGNC:29419,HGNC:21406
HGNC:392,HGNC:17800
HGNC:2859,HGNC:9870
HGNC:11179,HGNC:8028
HGNC:19743,HGNC:5208
HGNC:2843,HGNC:14988
HGNC:30611,HGNC:11503
HGNC:2867,HGNC:799
HGNC:6898,HGNC:17697
HGNC:11834,HGNC:17800
HGNC:18294,HGNC:6530
HGNC:24592,HGNC:17175
HGNC:4817,HGNC:6831
HGNC:12586,HGNC:6315
HGNC:473,HGNC:1377
HGNC:15993,HGNC:3700
HGNC:21406,HGNC:19358
HGNC:9349,HGNC:3513
HGNC:6186,HGNC:6176
HGNC:29958,HGNC:6903
HGNC:812,HGNC:3706
HGNC:10547,HGNC:15925
HGNC:6535,HGNC:12440
HGNC:1502,HGNC:8724
HGNC:7029,HGNC:1971
HGNC:9399,HGNC:19316
HGNC:9082,HGNC:19139
HGNC:8806,HGNC:8977
HGNC:7707,HGNC:16001
HGNC:12586,HGNC:26019
HGNC:438,HGNC:9414
HGNC:6937,HGNC:25135
HGNC:1492,HGNC:4696
HGNC:23657,HGNC:4175
HGNC:4795,HGNC:177
HGNC:17646,HGNC:9060
HGNC:2852,HGNC:877
HGNC:21022,HGNC:15516
HGNC:8940,HGNC:7708
HGNC:11831,HGNC:12572
HGNC:15629,HGNC:2843
HGNC:4021,HGNC:2228
HGNC:4189,HGNC:9059
HGNC:15629,HGNC:2323
HGNC:6080,HGNC:8977
HGNC:8960,HGNC:2896
HGNC:29958,HGNC:12563
HGNC:18466,HGNC:5201
HGNC:8754,HGNC:26019
HGNC:24475,HGNC:8964
HGNC:3518,HGNC:11449
